,Spotify ID,Raiva (BERT),Medo (BERT),Alegria (BERT),Tristeza (BERT),Surpresa (BERT),Raiva (GPT),Medo (GPT),Alegria (GPT),Tristeza (GPT),Surpresa (GPT)
91,5Ih8THbNG72IKN7u9fxY4h,0.0837066871272354,0.1434971779324037,0.5022401227634133,0.0074778526342071,0.2630781595427403,0.0727642279890922,0.1247386765527294,0.4365853679345531,0.1372241538436212,0.228687573680004
92,1wPYSsMTy44fcY8eFXFBhE,0.144277762470135,0.144277762470135,0.5049721686454728,0.0020788095815658,0.2043934968326912,0.1205879783919001,0.1205879783919001,0.4220579243716503,0.1659331494560245,0.170832969388525
93,5yEGs6NxH8JJseKVNKeduc,0.1295324368076109,0.1884108171747068,0.4239243386430904,0.010843209832789,0.2472891975418027,0.1124874060003173,0.1636180450913706,0.368140601455584,0.1410052632703039,0.214748684182424
94,7zjQUpmz0SkAwYiGbzL40F,0.0561962457022679,0.0727245532617583,0.0892528608212488,0.7421584020719482,0.0396679381427766,0.2155549949012912,0.2789535228134359,0.3423520507255804,0.0109829645705454,0.1521564669891468
95,3TYr1sQKBG7BIdvl62kEI4,0.1149242411645434,0.1671625326029724,0.4283539897951169,0.1223967038343945,0.1671625326029724,0.1238545153435291,0.1801520223178605,0.4616395571895175,0.0542018828312323,0.1801520223178605
96,1gSOBwv1QSq6SsEQ2EzT9h,0.0196818967092056,0.0196818967092056,0.0606858481867177,0.8638668810946604,0.0360834773002105,0.1408084034322208,0.1408084034322208,0.4341592439160142,0.0260752095938061,0.2581487396257381
97,7Bq17tNAUCLceZQOJMnj3D,0.1255422884831319,0.1255422884831319,0.4679303479825834,0.0413134334015367,0.2396716416496158,0.1172553575186455,0.1172553575186455,0.4370426962058608,0.1045954516757974,0.2238511370810506
98,2PVgJpEm3PpBe7ivcmqVV3,0.1450095618775942,0.1450095618775942,0.4745767479630365,0.024481129187092,0.2109229990946828,0.1328465786560254,0.1328465786560254,0.4347706210560831,0.1063048344958289,0.193231387136037
99,6xChxJxEeaREWDwAAE8r9B,0.2004945731230169,0.2916284699971163,0.2004945731230169,0.1068878106338327,0.2004945731230169,0.1909474062010976,0.2777416817470512,0.1909474062010976,0.1494160996496557,0.1909474062010976
100,5plwAx4oAWnuhSwivS5Yeg,0.1470759015641726,0.1470759015641726,0.4813393142100197,0.010580298568293,0.213928584093342,0.1134998990379467,0.1134998990379467,0.3714542150332803,0.2364552246538127,0.1650907622370134
101,0m3Jn5HCjmtFZKAbiIIAz2,0.0718976288646544,0.0718976288646544,0.2679820712228034,0.4509635613971836,0.1372591096507041,0.1217670292455688,0.1217670292455688,0.4538589271880294,0.0701426857611104,0.2324643285597224
102,3NcHktgSMjbdPxtYdSdC1P,0.0779265128686664,0.2078040343164441,0.4026203164881105,0.0389063412864457,0.272742795040333,0.0686717155029303,0.1831245746744809,0.3548038634318067,0.1530488421305258,0.2403510042602561
103,3X4JN049J3iPAkwkHVPJxD,0.1002108901118396,0.1002108901118396,0.373513317689585,0.2347532027823141,0.1913116993044214,0.1255184384727074,0.1255184384727074,0.4678414524891822,0.0414955607538705,0.2396261098115323
104,5SK175I291bHHcroTHUwQn,0.1222000945069066,0.1777455920100465,0.4554730795257441,0.1223811394503962,0.1222000945069066,0.1321365385968823,0.1921986015954651,0.4925089165883795,0.0510194046223908,0.1321365385968823
105,3byAfeclgYBN1cdyVc76Uh,0.1400223683067794,0.0962653782109109,0.2275363484985167,0.4836675168687504,0.0525083881150422,0.2234755777577096,0.1536394597084253,0.3631478138562781,0.1759338070184457,0.0838033416591411
106,5rcwVk85FLHsELX96A1AJF,0.1007904896457198,0.2687746390552534,0.3527667137600201,0.0088935184837532,0.2687746390552534,0.0657689257888786,0.1753838021036763,0.2301912402610752,0.3532722297426934,0.1753838021036763
107,3IMY6eO2DVS1eqIA6Jo2WD,0.2118780409626449,0.1456661531618183,0.4105137043651245,0.0200640605477671,0.2118780409626449,0.1633788727047716,0.1123229749845304,0.3165465658654949,0.2443727137404313,0.1633788727047716
108,6GwoSG4PZeRBdout0OuXjw,0.2626946683214601,0.1806025844710037,0.3447867521719164,0.031313410564616,0.1806025844710037,0.1702619598042485,0.1170550973654208,0.2234688222430762,0.3721590232218334,0.1170550973654208
109,0PVMsVzYYzrkYXJiSgBJEk,0.1631282476037375,0.2310983507719616,0.3670385571084096,0.0076364937439295,0.2310983507719616,0.1227533806820073,0.1739006226328436,0.2761951065345165,0.2532502675177888,0.1739006226328436
110,2roAYz0Xz9aOd61jNscuR5,0.102123724353307,0.102123724353307,0.357433035236575,0.2510926880757479,0.1872268279810628,0.1340997677204237,0.1340997677204237,0.4693491870214831,0.0166017033835593,0.2458495741541102
111,07Rkj14x0Wrsf41droTsH2,0.0532681336882216,0.0532681336882216,0.6303395819772921,0.165465905551191,0.0976582450950733,0.0629166692223513,0.0629166692223513,0.7445139191311572,0.0143055155164962,0.115347226907644
112,60BCxR5qnfHowcFhxC5VM7,0.1414859885910716,0.2593909790836314,0.3183434743299113,0.0213885789117543,0.2593909790836314,0.1237521555524922,0.2268789518462358,0.2784423499931076,0.1440475907619283,0.2268789518462358
113,6m9DzCffz8hFCmNtqr0lqR,0.1414206200021988,0.2057027200031983,0.3985490200061968,0.0486249199852075,0.2057027200031983,0.1171318943329875,0.1703736644843455,0.3300989749384195,0.2120218017599016,0.1703736644843455
114,7zmPKMVz5Tu4HyYPQrlMHa,0.0649322238630708,0.1190424104156303,0.4437035297309859,0.0909488659170049,0.2813729700733079,0.0665640438685879,0.1220340804257445,0.4548542997686842,0.0681033858397688,0.2884441900972144
115,5zF57pyj4t8LBTChw9QdD4,0.2160927681410774,0.1485637780969906,0.2836217581851643,0.2031579174797769,0.1485637780969906,0.2357101802647584,0.1620507489320214,0.3093696115974955,0.1308187102737032,0.1620507489320214
116,2Co2GQ3XPmFEYpQJnOTNPX,0.2361602404221603,0.1799316117502171,0.1799316117502171,0.1678162956552449,0.2361602404221603,0.2645025838079984,0.2015257781394274,0.2015257781394274,0.0679432761051482,0.2645025838079984
117,00XUAzBDohfNPHityq5E0k,0.0,0.0,0.6766824486928581,0.0110025749873613,0.3123149763197805,0.0,0.0,0.6568003802063987,0.0400609827752634,0.3031386370183379
118,2SnJmKJAp8fPJ9WV5eqs6g,0.2629346550067548,0.1807675753171438,0.1807675753171438,0.0304284596625917,0.3451017346963657,0.184634969506132,0.1269365415354657,0.1269365415354657,0.3191585499461382,0.2423333974767982
119,5G74LW4IB7XUaOzpH0VpEz,0.1021634712289413,0.1021634712289413,0.3807911200351461,0.2198425833426282,0.1950393541643429,0.1254948874128008,0.1254948874128008,0.4677536712658938,0.0416754052113393,0.2395811486971651
120,2TQUBvaI4k1Z1VnUDWL6AP,0.0624528970554342,0.0624528970554342,0.7390259484893078,0.0215712794648607,0.114496977934963,0.0622109685266592,0.0622109685266592,0.7361631275654676,0.0253614930823386,0.1140534422988752
121,3TzfIww5XpGTFzLHSxS7ho,0.085389446162225,0.085389446162225,0.3182697538773849,0.3479351383975532,0.1630162154006116,0.1215376112571107,0.1215376112571107,0.4530038237765035,0.0718946049457001,0.2320263487635749
122,5zPrhDGuaBGLeDkj6qme02,0.0285899276929217,0.0524148674369945,0.195364505901623,0.5997410122991356,0.1238896866693251,0.0714086980707097,0.1309159464629678,0.4879594368165166,0.0002782270100635,0.3094376916397423
